ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION,Community Areas,Historical Wards 2003-2015,Zip Codes,Census Tracts,Wards
2744487-20201007,2744487,468899,1,"GROW AND SMOKE, LLC",GET HIGH CHI!,3700 N ASHLAND AVE 1ST,CHICAGO,IL,60613,47,33,47-33,19,1010,Limited Business License,767,Retail Sales of General Merchandise and Non-Perishable Food,2744487,ISSUE,07/24/2020,10/05/2020,12/01/2020,N,10/07/2020,10/15/2022,10/06/2020,10/07/2020,AAI,,,41.948903337,-87.669056208,"(41.94890333732245, -87.66905620752645)",57,13,21186,689,18
2762460-20201201,2762460,471942,1,TRE'BELLA NAIL & SPA LLC,TRE'BELLA NAIL & SPA,10349 S HALSTED ST,CHICAGO,IL,60628,34,,34-,,1010,Limited Business License,895,Nail Services,2762460,ISSUE,11/30/2020,11/30/2020,11/30/2020,N,12/01/2020,12/15/2022,11/30/2020,12/01/2020,AAI,,45,41.705471367,-87.642643562,"(41.7054713673462, -87.64264356155881)",45,45,21861,525,22
1139183-20200316,2710297,212264,1,"ST. JOHN PLUMBING, INC.","ST.JOHN PLUMBING, INC.",11051 W 97TH LN,ST.JOHN,IN,46373,,,,,1010,Limited Business License,,,1139183,RENEW,,01/15/2020,02/19/2020,N,03/16/2020,03/15/2022,02/19/2020,12/01/2020,AAI,,,,,,,,,,
18139-20201116,2750110,7450,1,BULLEY & ANDREWS LLC,BULLEY & ANDREWS,1755 W ARMITAGE AVE,CHICAGO,IL,60622,32,33,32-33,14,1010,Limited Business License,,,18139,RENEW,,09/15/2020,10/05/2020,N,11/16/2020,11/15/2022,10/05/2020,12/01/2020,AAI,,,41.917748662,-87.672310205,"(41.91774866225406, -87.67231020505105)",23,16,21560,209,40
2641536-20210116,2761905,455265,1,X-FAT AZZ CYCLING & FITNESS STUDIO LLC,X-FAT AZZ CYCLING & FITNESS STUDIO,415 W 119TH ST 1ST,CHICAGO,IL,60628,34,16,34-16,5,4404,Regulated Business License,926,Fitness Classes,2641536,RENEW,,11/15/2020,11/30/2020,N,01/16/2021,01/15/2023,11/30/2020,12/01/2020,AAI,,,41.677802698,-87.632961684,"(41.67780269846228, -87.63296168371305)",50,45,21861,60,22
2443282-20201116,2752281,403501,1,"WINTER'S JAZZ CLUB, LLC",WINTER'S JAZZ CLUB,411 E ILLINOIS ST  50,CHICAGO,IL,60611,42,31,42-31,18,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,2443282,RENEW,,09/15/2020,11/30/2020,N,11/16/2020,11/15/2022,11/30/2020,12/01/2020,AAI,,,41.89095012,-87.61718975,"(41.89095012024265, -87.61718975017543)",37,22,21182,534,36
2632174-20201216,2756844,432885,1,ROYAL SUB AND GRILL INC.,ROYAL SUB AND GRILL,439 E 79TH ST,CHICAGO,IL,60619,6,44,6-44,6,1006,Retail Food Establishment,782,Sale of Food Prepared Onsite Without Dining Area,2632174,RENEW,,10/15/2020,11/30/2020,N,12/16/2020,12/15/2022,11/30/2020,12/01/2020,AAI,,51,41.751035637,-87.613398287,"(41.751035637179875, -87.61339828673648)",40,31,21546,11,32
2055163-20210116,2760972,356373,1,FIRST2830 LLC,MED KITCHEN,219 W WASHINGTON ST 1,CHICAGO,IL,60606,42,9,42-9,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2055163,RENEW,,11/15/2020,11/30/2020,N,01/16/2021,01/15/2023,11/30/2020,12/01/2020,AAI,,,41.88309983,-87.634433841,"(41.88309982991982, -87.63443384120028)",38,22,14914,92,36
2496198-20201116,2752480,411221,1,MASTACHE AUTO BODY INC.,MASTACHE AUTO BODY INC.,847 N KILPATRICK AVE 1 114 A,CHICAGO,IL,60651,37,,37-,,8340,Motor Vehicle Services License,711,Motor Vehicle Repair - Engine and Body Work,2496198,RENEW,,09/15/2020,12/01/2020,N,11/16/2020,11/15/2022,12/01/2020,12/01/2020,AAI,,,41.896366825,-87.743409888,"(41.896366825240584, -87.74340988817181)",26,4,4299,578,45
2215110-20210116,2760858,339885,1,A&P AUTO SERVICE AND TOWING INCORPORATED,A&P AUTO SERVICE,4725 W NORTH AVE,CHICAGO,IL,60639,37,43,37-43,25,8340,Motor Vehicle Services License,712,Motor Vehicle Repair -  Engine and Transmission Work,2215110,RENEW,,11/15/2020,11/30/2020,N,01/16/2021,01/15/2023,11/30/2020,12/01/2020,AAI,,,41.909533963,-87.744747191,"(41.90953396347114, -87.74474719059502)",26,4,22615,62,45
1974717-20210116,2760893,343881,1,GSC PUNCH COMPANY,GSC PUNCH COMPANY,5757 W GRAND AVE,CHICAGO,IL,60639,36,7,36-7,25,1009,Manufacturing Establishments,929,Miscellaneous Manufacturing,1974717,RENEW,,11/15/2020,11/30/2020,N,01/16/2021,01/15/2023,11/30/2020,12/01/2020,AAI,,,41.919495496,-87.770437553,"(41.91949549620728, -87.77043755286172)",19,52,22615,57,44
2758186-20201201,2758186,471592,1,Adonnas Brown,Drips Styles,4750 1/2 W MADISON ST 1,CHICAGO,IL,60644,28,,28-,,1010,Limited Business License,911,Retail Sales of Clothing / Accessories / Shoes,2758186,ISSUE,11/10/2020,11/10/2020,11/10/2020,N,12/01/2020,11/15/2022,11/10/2020,11/12/2020,AAI,,,41.880612703,-87.744853404,"(41.88061270320842, -87.74485340416418)",26,11,22216,696,23
1801589-20201216,2755476,314316,1,"ALLCAST DENTAL LABORATORIES, INC.","ALLCAST DENTAL LABORATORIES, INC.",3812 N KEDZIE AVE 1,CHICAGO,IL,60618,33,17,33-17,17,1010,Limited Business License,,,1801589,RENEW,,10/15/2020,11/30/2020,N,12/16/2020,12/15/2022,11/30/2020,12/01/2020,AAI,,,41.950710359,-87.70807574,"(41.95071035852291, -87.70807574037994)",16,2,21538,325,20
2098980-20201116,2751813,358343,1,SIMMONS ENTERTAINMENT AND MARKETING LLC,SOCIETY 2201,2201 W WALNUT ST 1ST,CHICAGO,IL,60612,27,27,27-27,12,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,2098980,RENEW,,09/15/2020,11/17/2020,N,11/16/2020,11/15/2022,11/17/2020,12/01/2020,AAI,,,41.885671642,-87.681772233,"(41.88567164152838, -87.68177223280703)",29,41,21184,37,46
30336-20210116,2760307,89256,1,ALLIANCE OF POLISH CLUBS IN THE UNITED STATES OF AMERICA,ALLIANCE OF POLISH CLUBS IN THE UNITED STATES OFAMERICA,5835 W DIVERSEY AVE 1ST,CHICAGO,IL,60639,30,10,30-10,25,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,30336,RENEW,,11/15/2020,11/30/2020,N,01/16/2021,01/15/2023,11/30/2020,12/01/2020,AAI,,,41.931079333,-87.772535475,"(41.93107933281035, -87.7725354748207)",19,27,22615,58,21
2363318-20201116,2752170,394384,1,MIGUEL A. JIMENEZ,ANA'S FURNITURE,1328 N MILWAUKEE AVE 1ST,CHICAGO,IL,60622,1,5,1-5,14,1010,Limited Business License,900,Sale of Furniture,2363318,RENEW,,09/15/2020,11/30/2020,N,11/16/2020,11/15/2022,11/30/2020,12/01/2020,AAI,,33,41.905797036,-87.670529625,"(41.905797036427586, -87.67052962523235)",25,24,21560,481,41
2185419-20201216,2755901,375640,1,"AH-HA CHOCOLATES, FUDGE & ICE CREAM CORP.",KILWINS CHOCOLATES & FUDGE,5226 - 5228 S HARPER AVE 1ST,CHICAGO,IL,60615,4,47,4-47,2,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2185419,RENEW,,10/15/2020,11/30/2020,N,12/16/2020,12/15/2022,11/30/2020,12/01/2020,AAI,,61,41.80012851,-87.589209883,"(41.80012851019524, -87.58920988297274)",8,1,21192,500,10
2636676-20210116,2761803,454606,1,HW USED CAR SALES LTD.,HW USED CAR SALES LTD.,1300 N CICERO AVE,CHICAGO,IL,60651,37,14,37-14,25,1010,Limited Business License,793,Sales / Rental / Lease of Motorized Vehicles,2636676,RENEW,,11/15/2020,11/30/2020,N,01/16/2021,01/15/2023,11/30/2020,12/01/2020,AAI,,,41.904214628,-87.746152383,"(41.90421462763154, -87.74615238307243)",26,4,4299,62,45
10107-20210116,2759306,4555,1,REB STEEL EQUIPMENT CORP.,REB STEEL EQUIPMENT CORP,4556 W GRAND AVE,CHICAGO,IL,60639,36,39,36-39,25,1010,Limited Business License,,,10107,RENEW,,11/15/2020,11/30/2020,N,01/16/2021,01/15/2023,11/30/2020,12/01/2020,AAI,,,41.911892091,-87.740571192,"(41.9118920910024, -87.74057119228166)",24,7,22615,285,44
2458283-20200516,2722590,405224,1,WHALE F&C INC.,WHALE FISH AND CHICKEN,1828 W 79TH ST 1ST,CHICAGO,IL,60620,17,52,17-52,6,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2458283,RENEW,,03/15/2020,11/30/2020,N,05/16/2020,05/15/2022,11/30/2020,12/01/2020,AAI,,,41.750388107,-87.669438517,"(41.750388106951974, -87.66943851696668)",70,17,21554,573,31
2152856-20200516,2721689,371949,1,LIVING DOLL INC,LIVING DOLL INC,1131 W TAYLOR ST 1ST 1,CHICAGO,IL,60607,25,,25-,,1010,Limited Business License,894,Hair Services,2152856,RENEW,,03/15/2020,11/30/2020,N,05/16/2020,05/15/2022,11/30/2020,12/01/2020,AAI,,,41.869328107,-87.655410556,"(41.869328106930766, -87.65541055599368)",29,8,14917,87,26
2501511-20201216,2756509,411963,1,PINEAPPLE RESTAURANT GROUP LLC,ATWOOD,1 W WASHINGTON ST 1,CHICAGO,IL,60602,42,9,42-9,1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2501511,RENEW,,10/15/2020,11/30/2020,N,12/16/2020,12/15/2022,11/30/2020,12/01/2020,AAI,,1,41.883108627,-87.627948771,"(41.883108627266935, -87.62794877080378)",38,22,14310,92,36
1330591-20210116,2760440,257480,1,DOLLAR PLUS DISCOUNT INC.,DOLLAR PLUS DISCOUNT INC.,4120 W NORTH AVE,CHICAGO,IL,60639,26,33,26-33,25,1010,Limited Business License,,,1330591,RENEW,,11/15/2020,11/30/2020,N,01/16/2021,01/15/2023,11/30/2020,12/01/2020,AAI,,,41.909948775,-87.729782448,"(41.9099487752726, -87.72978244769885)",24,27,22615,285,49
2762437-20201201,2762437,471932,1,LAKEVIEW HAIR LOFT LLC,LAKEVIEW HAIR LOFT LLC,3300 N LINCOLN AVE  STE 8,CHICAGO,IL,60657,47,,47-,,1010,Limited Business License,894,Hair Services,2762437,ISSUE,11/30/2020,11/30/2020,11/30/2020,N,12/01/2020,12/15/2022,11/30/2020,12/01/2020,AAI,,27,41.94154269,-87.670124433,"(41.94154268970196, -87.6701244330947)",57,16,4449,742,18
2214257-20201216,2754883,45961,1,"VALUE PLUS MUFFLER, INC","VALUE PLUS MUFFLER, INC",4321 N WESTERN AVE # 1ST,CHICAGO,IL,60618,47,8,47-8,19,8340,Motor Vehicle Services License,712,Motor Vehicle Repair -  Engine and Transmission Work,2214257,RENEW,,10/15/2020,11/30/2020,N,12/16/2020,12/15/2022,11/30/2020,12/01/2020,AAI,,38,41.960125938,-87.68850267,"(41.96012593758369, -87.6885026704387)",46,13,21538,623,18
24596-20201016,2745506,9936,1,"CITY-LIFE, LTD.","CITY-LIFE, LTD.",712 E 83RD ST 1,CHICAGO,IL,60619,6,59,6-59,6,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,24596,RENEW,,08/15/2020,09/11/2020,N,10/16/2020,10/15/2022,09/11/2020,12/01/2020,AAI,,,41.744044803,-87.606889988,"(41.74404480254745, -87.60688998764581)",40,31,21546,140,32
34586-20210116,2760308,89256,1,ALLIANCE OF POLISH CLUBS IN THE UNITED STATES OF AMERICA,ALLIANCE OF POLISH CLUBS IN THE UNITED STATES OFAMERICA,5835 W DIVERSEY AVE 1ST,CHICAGO,IL,60639,30,10,30-10,25,1473,Not-For-Profit Club,639,Consumption of Liquor on Premises - Not for Profit,34586,RENEW,,11/15/2020,11/30/2020,N,01/16/2021,01/15/2023,11/30/2020,12/01/2020,AAI,,,41.931079333,-87.772535475,"(41.93107933281035, -87.7725354748207)",19,27,22615,58,21
2216352-20200516,2749110,8011,1,UNITED PARCEL SERVICE,UNITED PARCEL SERVICE,1400 S JEFFERSON ST,CHICAGO,IL,60607,11,28,11-28,1,4404,Regulated Business License,816,Storage or Use of Hazardous Materials,2216352,RENEW,,08/20/2020,08/28/2020,N,05/16/2020,05/15/2022,08/28/2020,12/01/2020,AAI,,,41.863501352,-87.642209501,"(41.86350135244771, -87.64220950077579)",29,48,14917,97,48
2179740-20200816,2736388,374754,1,"LS Contracting Group, Inc.","LS Contracting Group,Inc.",2166  DRURY LN 1 01,NORTHFIELD,IL,60093,,,,,1010,Limited Business License,,,2179740,RENEW,,06/15/2020,07/14/2020,N,08/16/2020,08/15/2022,07/14/2020,07/15/2020,AAI,,,,,,,,,,
2627624-20201016,2748811,431945,1,"ATKINS COORDINATION, INC.","ATKCO, INC",332 S MICHIGAN AVE 8 8072,CHICAGO,IL,60604,42,33,42-33,1,1010,Limited Business License,602,Administrative Commercial Office,2627624,RENEW,,08/15/2020,11/30/2020,N,10/16/2020,10/15/2022,11/30/2020,12/01/2020,AAI,,,41.877480177,-87.624446588,"(41.87748017697733, -87.62444658849093)",38,48,14912,367,36
2013705-20210116,2760934,349910,1,CHRISTOPHER BACH   II,BACH CUSTOM JOINERY,4337 W FULLERTON AVE 1 1,CHICAGO,IL,60639,31,36,31-36,25,1009,Manufacturing Establishments,929,Miscellaneous Manufacturing,2013705,RENEW,,11/15/2020,11/30/2020,N,01/16/2021,01/15/2023,11/30/2020,12/01/2020,AAI,,,41.924266466,-87.735635841,"(41.92426646598735, -87.73563584102945)",21,7,22615,463,17
2353877-20201216,2756034,392848,1,64 JOGNI INC,BLANZ PANTRY,4632 N KEDZIE AVE 1,CHICAGO,IL,60625,33,27,33-27,17,1474,Package Goods,774,Retail Sales of Packaged Liquor,2353877,RENEW,,10/15/2020,12/01/2020,N,12/16/2020,12/15/2022,12/01/2020,12/02/2020,AAI,,60,41.965676246,-87.70853612,"(41.96567624582396, -87.708536119944)",14,2,21849,118,20
2073537-20210116,2761019,358667,1,MARCO'S RENTAL INC.,MARCO'S RENTAL INC.,5019 W BELMONT AVE 1ST FLOOR,CHICAGO,IL,60641,31,9,31-9,25,1010,Limited Business License,,,2073537,RENEW,,11/15/2020,12/01/2020,N,01/16/2021,01/15/2023,12/01/2020,12/02/2020,AAI,,,41.938644553,-87.752595085,"(41.93864455330364, -87.75259508549236)",19,27,22618,355,17
2762464-20201202,2762464,471947,1,"SWING SCIENCE, INC",Swing Science,2425 W LAWRENCE AVE 1 C1,CHICAGO,IL,60625,40,,40-,,1010,Limited Business License,661,Fitness Training On and Off Premise,2762464,ISSUE,12/01/2020,12/01/2020,12/01/2020,N,12/02/2020,12/15/2022,12/01/2020,12/02/2020,AAI,,21,41.968494746,-87.689907676,"(41.968494746029606, -87.68990767612253)",6,13,21849,666,24
2758097-20201202,2758097,471544,1,Bina's Place Inc.,Bina's Place,2210 W TOUHY AVE 1ST,CHICAGO,IL,60645,49,,49-,,1006,Retail Food Establishment,781,Sale of Food Prepared Onsite With Dining Area,2758097,ISSUE,11/09/2020,11/09/2020,11/09/2020,N,12/02/2020,12/15/2022,12/01/2020,12/02/2020,AAI,,,42.012353261,-87.686656978,"(42.012353261475276, -87.68665697841614)",20,3,22528,341,5
1766349-20201016,2746601,309441,1,"HW FOOD, INC.",BABA'S STEAK & LEMONADE,7100 S MICHIGAN AVE,CHICAGO,IL,60619,6,32,6-32,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1766349,RENEW,,08/15/2020,12/01/2020,N,10/16/2020,10/15/2022,12/01/2020,12/02/2020,AAI,,,41.765485412,-87.621834351,"(41.76548541180779, -87.62183435111584)",67,31,21546,474,32
2303930-20201116,2750931,217250,1,"420 INVESTMENTS , LLC",105F,1344 N MILWAUKEE AVE 3,CHICAGO,IL,60622,1,5,1-5,14,4404,Regulated Business License,927,Yoga Instruction,2303930,RENEW,,09/15/2020,10/14/2020,N,11/16/2020,11/15/2022,10/14/2020,12/02/2020,AAI,,33,41.906148781,-87.671075619,"(41.90614878060152, -87.67107561920723)",25,24,21560,481,41
31967-20201116,2750232,14446,1,EMPTY BOTTLE INC,EMPTY BOTTLE INC,1035 N WESTERN AVE 1ST,CHICAGO,IL,60622,1,44,1-44,12,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,31967,RENEW,,09/15/2020,11/17/2020,N,11/16/2020,11/15/2022,12/01/2020,12/02/2020,AAI,,,41.900402169,-87.686814388,"(41.90040216893255, -87.68681438778759)",25,24,21560,541,41
2762458-20201202,2762458,471940,1,Deep Roots Chiropractic & Wellness Center LLC,Deep Roots Chiropractic & Wellness Center LLC,6178 N NORTHWEST HWY  F,CHICAGO,IL,60631,41,,41-,,1010,Limited Business License,767,Retail Sales of General Merchandise and Non-Perishable Food,2762458,ISSUE,11/30/2020,11/30/2020,12/01/2020,N,12/02/2020,12/15/2022,12/01/2020,12/02/2020,AAI,,,41.993958065,-87.801976705,"(41.993958065238544, -87.8019767051678)",36,34,22243,657,29
2762486-20201202,2762486,471957,1,"320 N. Sangamon Owner, LLC",320 N. Sangamon,320 N SANGAMON ST LOBBY,CHICAGO,IL,60642,27,,27-,,1010,Limited Business License,602,Administrative Commercial Office,2762486,ISSUE,12/01/2020,12/01/2020,12/01/2020,N,12/02/2020,12/15/2022,12/01/2020,12/02/2020,AAI,,,41.88741871,-87.651174147,"(41.88741871026518, -87.65117414718642)",29,41,14917,63,46
2757537-20201202,2757537,471127,1,The Best For My Pet,The Best For My Pet,6616 S CLAREMONT AVE,CHICAGO,IL,60636,16,,16-,,4404,Regulated Business License,722,Online Sales (Home Based Business),2757537,ISSUE,10/27/2020,10/27/2020,12/01/2020,N,12/02/2020,12/15/2022,12/01/2020,12/02/2020,AAI,,,41.773244062,-87.682269035,"(41.773244062160494, -87.68226903521257)",64,44,22257,370,2
2753676-20201202,2753676,470360,1,"ANDYSUNFLOWER CAFE, LLC",ANDYSUNFLOWER CAFE,756 E 111TH ST 1ST,CHICAGO,IL,60628,9,,9-,,1006,Retail Food Establishment,1050,Preparation and Sale of Coffee and/or Drinks,2753676,ISSUE,09/29/2020,09/29/2020,10/26/2020,N,12/02/2020,12/15/2022,12/01/2020,12/02/2020,AAI,,,41.692975933,-87.602664517,"(41.69297593328423, -87.60266451724692)",47,30,21861,254,43
2073813-20210116,2760985,357932,1,"BLUE ISLAND ENTERPRISES, INC.",MARATHON,2578-2584 S BLUE ISLAND AVE 1,CHICAGO,IL,60608,25,5,25-5,10,1275,Filling Station,666,Operation of a Fuel Filling Station,2073813,RENEW,,11/15/2020,12/01/2020,N,01/16/2021,01/15/2023,12/01/2020,12/02/2020,AAI,,,41.845327772,-87.68445212,"(41.845327771653245, -87.68445212002835)",33,8,14920,204,26
2496337-20201216,2756417,411314,1,ADA AUTO & PERFORMANCE INC.,ADA AUTO & PERFORMANCE,5214 W DIVERSEY AVE,CHICAGO,IL,60639,31,45,31-45,25,8340,Motor Vehicle Services License,712,Motor Vehicle Repair -  Engine and Transmission Work,2496337,RENEW,,10/15/2020,12/01/2020,N,12/16/2020,12/15/2022,12/01/2020,12/02/2020,AAI,,,41.931501323,-87.757077638,"(41.93150132276268, -87.75707763789576)",19,7,22615,303,17
2073818-20210116,2760982,357931,1,"55TH CALIFORNIA ENTERPRISES, INC.",MARATHON,2800-2806 W 55TH ST 1,CHICAGO,IL,60632,14,21,14-21,9,1275,Filling Station,666,Operation of a Fuel Filling Station,2073818,RENEW,,11/15/2020,12/01/2020,N,01/16/2021,01/15/2023,12/01/2020,12/02/2020,AAI,,,41.793799489,-87.693862336,"(41.793799489483746, -87.69386233585543)",61,49,22248,777,8
2353875-20201216,2756033,392848,1,64 JOGNI INC,BLANZ PANTRY,4632 N KEDZIE AVE 1,CHICAGO,IL,60625,33,27,33-27,17,1006,Retail Food Establishment,736,"Preparation of Food, Coffee or Drinks",2353875,RENEW,,10/15/2020,12/01/2020,N,12/16/2020,12/15/2022,12/01/2020,12/02/2020,AAI,,60,41.965676246,-87.70853612,"(41.96567624582396, -87.708536119944)",14,2,21849,118,20
2500835-20210116,2761509,411679,1,RAISE THE BAR CONSULTING LLC,Raise The Bar,1121 W SCHUBERT AVE 2,CHICAGO,IL,60614,43,,43-,,4404,Regulated Business License,724,Other Home Based Businesses,2500835,RENEW,,11/15/2020,12/01/2020,N,01/16/2021,01/15/2023,12/01/2020,12/02/2020,AAI,,35,41.930651429,-87.657078511,"(41.93065142908145, -87.65707851089711)",68,16,21190,795,34
2207423-20201216,2755488,315734,1,MIGUEL LUNA,UNICO HOME REMODELING,2857 N TALMAN AVE,CHICAGO,IL,60618,33,39,33-39,14,4404,Regulated Business License,673,Home Repair Services,2207423,RENEW,,10/15/2020,12/01/2020,N,12/16/2020,12/15/2022,12/01/2020,12/02/2020,AAI,,,41.933776504,-87.693855372,"(41.933776504073926, -87.69385537235965)",22,24,21538,467,20
2202121-20201216,2755932,377125,1,BENJYEHUDA LASALLE LLC,BENJYEHUDA,10 S LA SALLE ST,CHICAGO,IL,60603,42,9,42-9,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2202121,RENEW,,10/15/2020,12/01/2020,N,12/16/2020,12/15/2022,12/01/2020,12/02/2020,AAI,,,41.881674757,-87.632504189,"(41.88167475683708, -87.63250418895821)",38,22,14311,92,36
2368236-20201216,2756146,394860,1,"KTP 2014 INC.,",NORTHWEST HIGHWAY BP,5210 N NORTHWEST HWY,CHICAGO,IL,60630,45,53,45-53,16,1275,Filling Station,666,Operation of a Fuel Filling Station,2368236,RENEW,,10/15/2020,12/02/2020,N,12/16/2020,12/15/2022,12/02/2020,12/02/2020,AAI,,,41.975258067,-87.768806567,"(41.97525806721295, -87.76880656727909)",11,20,21869,693,50
2206557-20210116,2760532,279838,1,"ACTION 1 CONSTRUCTION, INC.",ACTION 1 CONSTRUCTION,1835-55 N LECLAIRE AVE 3,CHICAGO,IL,60639,37,10,37-10,25,4404,Regulated Business License,673,Home Repair Services,2206557,RENEW,,11/15/2020,12/01/2020,N,01/16/2021,01/15/2023,12/01/2020,12/02/2020,AAI,,,41.914129077,-87.752670185,"(41.91412907729774, -87.75267018460725)",26,4,22615,523,45
56528-20210116,2760255,87069,1,EASY CLEAN COIN LAUNDRY INC,EASY CLEANCOIN LAUNDRY INC,5201 W DIVERSEY AVE 1ST,CHICAGO,IL,60639,31,46,31-46,25,1010,Limited Business License,692,Laundromat - Self Service,56528,RENEW,,11/15/2020,12/01/2020,N,01/16/2021,01/15/2023,12/01/2020,12/02/2020,AAI,,,41.931287989,-87.756540073,"(41.93128798919009, -87.75654007282735)",19,7,22615,79,17
2202266-20201216,2755941,377199,1,ANDREA ALVARADO,ANDREA'S BEAUTY & FLOWER SHOP,2255 W 47TH ST 1 1,CHICAGO,IL,60609,15,17,15-17,9,1010,Limited Business License,894,Hair Services,2202266,RENEW,,10/15/2020,12/01/2020,N,12/16/2020,12/15/2022,12/01/2020,12/02/2020,AAI,,,41.808325891,-87.681807367,"(41.808325890507824, -87.68180736706631)",59,29,14924,788,3
1799443-20200916,2741230,313478,1,"DELOITTE & TOUCHE USA, LLP","DELOITTE & TOUCHE USA, LLP",111 S WACKER DR 24,CHICAGO,IL,60606,42,12,42-12,1,1010,Limited Business License,659,Financial and Accounting Services,1799443,RENEW,,07/15/2020,09/17/2020,N,09/16/2020,09/15/2022,09/17/2020,12/02/2020,AAI,,,41.880334099,-87.636580238,"(41.88033409920658, -87.63658023772034)",38,48,14914,92,36
2762494-20201202,2762494,471963,1,"TGM Brands, Inc.","TGM Brands, Inc.",6346 W HUNTINGTON ST,CHICAGO,IL,60646,39,,39-,,4404,Regulated Business License,722,Online Sales (Home Based Business),2762494,ISSUE,12/01/2020,12/01/2020,12/01/2020,N,12/02/2020,12/15/2022,12/01/2020,12/02/2020,AAI,,,41.992843431,-87.786480915,"(41.9928434314611, -87.78648091504881)",36,20,22532,656,38
2636525-20201216,2756912,454516,1,SCOUT SHOWROOM INC.,SCOUT SHOWROOM,1431 W HUBBARD ST 2 201,CHICAGO,IL,60613,27,,27-,,1010,Limited Business License,602,Administrative Commercial Office,2636525,RENEW,,10/15/2020,12/01/2020,N,12/16/2020,12/15/2022,12/01/2020,12/02/2020,AAI,,,41.889831804,-87.663493361,"(41.88983180418674, -87.6634933609208)",25,41,22620,485,46
2754106-20201202,2754106,470723,1,Petra & Holum LLC,Petra & Holum LLC,6600 W ARMITAGE AVE,CHICAGO,IL,60707,29,,29-,,1009,Manufacturing Establishments,929,Miscellaneous Manufacturing,2754106,ISSUE,10/13/2020,10/13/2020,10/13/2020,N,12/02/2020,12/15/2022,12/02/2020,12/02/2020,AAI,,,41.916483148,-87.790216402,"(41.91648314822957, -87.79021640159694)",26,39,4454,598,7
40615-20201216,2754610,15987,1,"REID ROOFING, INC.",REID ROOFING CO INC,2432 W IRVING PARK RD  1,CHICAGO,IL,60618,47,17,47-17,19,1010,Limited Business License,,,40615,RENEW,,10/15/2020,12/01/2020,N,12/16/2020,12/15/2022,12/01/2020,12/02/2020,AAI,,38,41.954102928,-87.689785469,"(41.95410292765526, -87.68978546917667)",46,13,21538,624,18
2757471-20201202,2757471,471103,1,MERAKI CREATIONS LLC,KITCHEN TUNE-UP CHICATO CITY CENTRAL,1111 W 14TH PL  320,CHICAGO,IL,60608,11,6,11-6,12,4404,Regulated Business License,674,Home Repair Services (Home Based Business),2757471,ISSUE,10/27/2020,11/30/2020,12/01/2020,N,12/02/2020,12/15/2022,12/01/2020,12/02/2020,AAI,,,41.862383569,-87.654640487,"(41.86238356922935, -87.65464048652295)",29,8,14920,760,48
2762485-20201202,2762485,471956,1,Hampel O'Connor Real Estate LLC,Hampel O'Connor Real Estate LLC,2446 N KILDARE AVE  1,CHICAGO,IL,60639,31,,31-,,4404,Regulated Business License,724,Other Home Based Businesses,2762485,ISSUE,12/01/2020,12/01/2020,12/01/2020,N,12/02/2020,12/15/2022,12/01/2020,12/02/2020,AAI,,,41.925787882,-87.734307816,"(41.92578788227637, -87.7343078161249)",21,7,22615,439,17
